name,email,url
"Abstract Space Records","abstractspace@hotmail.com","https://labelsbase.net/abstract-space-records"
"Abstraction Records","info@abstractionrecords.co.uk","https://labelsbase.net/abstraction-records"
"Abstractive Music","demos@abstractivemusic.com","https://labelsbase.net/abstractive-music"
"Abyss Digital","abysssdigital@gmail.com","https://labelsbase.net/abyss-digital"
"ABYSS","contact@aby.re","https://labelsbase.net/abyssrecordings"
"Abzolut","kg-online@koengroeneveld.com","https://labelsbase.net/abzolut"
"Abzolut (Spinnin)","kg-online@koengroeneveld.com","https://labelsbase.net/abzolut-spinnin"
"Academia Records","contact@academiarecords.com","https://labelsbase.net/academia-records"
"Academy Records","demos@academyrecords.net","https://labelsbase.net/academy-records"
"Accurate Black","info@accurateblack.com","https://labelsbase.net/accurate-black"
"Acetic Records","acetic@thinkclouds.com","https://labelsbase.net/acetic"
"Acid Fruits","demosacidfruits@gmail.com","https://labelsbase.net/acid-fruits"
"Acid Tube Records","info@acidtuberec.de","https://labelsbase.net/acid-tube-records"
"Acker Records","office@acker-records.de","https://labelsbase.net/acker-records"
"Across The Time Records","acrossthetimelabel@gmail.com","https://labelsbase.net/acrossthetime"
"Act 72 Records","matthew@digitalmediaservice.net","https://labelsbase.net/act72-records"
"Active Sense Records","contact@active-sense.com","https://labelsbase.net/active-sense-records"
"Actuate Recordings","actuaterecordings@yahoo.co.uk","https://labelsbase.net/actuate-recordings"
"Acuna","acunadigital@gmail.com","https://labelsbase.net/acuna"
"Acunyt Records","info@acunytrecords.com","https://labelsbase.net/acunyt-records"
"Adapted Records","info@adaptedrecords.com","https://labelsbase.net/adapted-records"
"",,"https://labelsbase.net/add"
"Addeepted","info@addeepted.com","https://labelsbase.net/addeepted"
"Addicted Records","addictedhqmusic@gmail.com","https://labelsbase.net/addicted-records-4914"
"AddictedRecords",,"https://labelsbase.net/addictedrecords-4978"
"Addictive Sounds","addictivesoundslabel@gmail.com","https://labelsbase.net/addictive-sounds"
"ADIN Records","info@adinrecords.com","https://labelsbase.net/adin-records"
"Adjusted Music","info@adjustedmusic.com","https://labelsbase.net/adjusted-music"
"AdMaiora","info@admaioramusic.com","https://labelsbase.net/admaiora"
"ADN Records","reservations.adn@gmail.com","https://labelsbase.net/adn-records"
"AD Records","records@angeldero.com","https://labelsbase.net/adrecords"
"Adrenaline Black","adrenalinerecordsmusic@gmail.com","https://labelsbase.net/adrenaline-black"
"Adrenaline Records","adrenalinerecordsmusic@gmail.com","https://labelsbase.net/adrenalinerecords"
"Adriatica Records","contact@adriaticarecords.pl","https://labelsbase.net/adriatica-records"
"Adriatiko Recordings","adriatikum@gmail.com","https://labelsbase.net/adriatiko-recordings"
"ADRO Records","adrorecords@gmail.com","https://labelsbase.net/adro-records"
"ADSR Collective",,"https://labelsbase.net/adsr-collective"
"ADSR Records","phil@adsrrecords.com","https://labelsbase.net/adsr-records"
"Adsum Music","adsummusicpromo@gmail.com","https://labelsbase.net/adsum-music"
"Advanced Music IE","advancedmusicdub@gmail.com","https://labelsbase.net/advanced-music-ie"
"ADVISE records","advise.records@gmail.com","https://labelsbase.net/adviserecords"
"Aenaos Records","info@aenaos-records.com","https://labelsbase.net/aenaos-records"
"Aenaria Music","info@aenariarecordings.com","https://labelsbase.net/aenaria-music"
"Aeon","contact@aeon-audio.com","https://labelsbase.net/aeon"
"Aequivalenz","demo@aequivalenz.net","https://labelsbase.net/aequivalenz"
"Aerated Music","dendan@aeratedmusic.com","https://labelsbase.net/aerated-music"
"Aerochrone","demos@aerochrone.com","https://labelsbase.net/aerochrone"
"Aerotek Recordings","demos@aerotekrecordings.com","https://labelsbase.net/aerotek-recordings"
"AERYS RECORDS","aerysrecords@gmail.com","https://labelsbase.net/aerys-records"
"AESTHETE",,"https://labelsbase.net/aesthete"
"Aesthetic Vibes","contact@aestheticvibes.space","https://labelsbase.net/aesthetic-vibes"
"Aeternum Digital","digital@aetrec.com","https://labelsbase.net/aeternum-digital"
"Aeternum Records","info@aetrec.com","https://labelsbase.net/aeternum-records"
"Aether Recordings","demos@aetherrecordings.co.uk","https://labelsbase.net/aether-recordings"
"Aethereal","aethereal.music@outlook.com","https://labelsbase.net/aethereal"
"Aetherium Beats","info@aetherium-beats.com","https://labelsbase.net/aetherium-beats"
"AEZ Recordings","aezrecordings@gmail.com","https://labelsbase.net/aez-recordings"
"Affin","affin.booking@gmail.com","https://labelsbase.net/affin"
"Affinity Lab","affinitylabmusic@gmail.com","https://labelsbase.net/affinity-lab"
"Affluenza Records","AffluenzaRecords@gmail.com","https://labelsbase.net/affluenzarecords"
"AFQ Records","contact@afqrecords.com","https://labelsbase.net/afqrecords"
"Africa Mix","Africamixmusic@gmail.com","https://labelsbase.net/africamix"
"Afrinativ Entertainment","afrinativsa@gmail.com","https://labelsbase.net/afrinativ-entertainment"
"AfroMove Music","karabontsoae@outlook.com","https://labelsbase.net/afromove-music"
"After Mess Recs","aftermessdemos@gmail.com","https://labelsbase.net/after-mess-recs"
"Afterglow","info@afterglow-records.de","https://labelsbase.net/afterglow"
"Afterlife Records","info@after.life","https://labelsbase.net/afterlife-records"
"Afterpresent Records","aftrprsntrec@gmail.com","https://labelsbase.net/afterpresentrecords"
"Aftertech Records","info@aftertechrecords.com","https://labelsbase.net/aftertech-records"
"AFTERTIME Records","leoitskovich@leoitskovich.com","https://labelsbase.net/aftertime-records"
"AF:TR","aftr.rec@gmail.com","https://labelsbase.net/aftr"
"AFTR:HRS","demos@aftrhrsrecords.com","https://labelsbase.net/aftrhrs"
"Agara Music","demos@agaramusic.com","https://labelsbase.net/agara-music"
"Agile Recordings","info@agilerec.com","https://labelsbase.net/agile-recordings"
"Agua Y Sed","aguaysedchile@gmail.com","https://labelsbase.net/agua-y-sed"
"AH Digital","ahd.demo@gmail.com","https://labelsbase.net/ah-digital"
"Ahead Get! Records","demo.aheadget@gmail.com","https://labelsbase.net/ahead-get-records"
"Ahnenerbe Records","demoahnenerbe@gmail.com","https://labelsbase.net/ahnenerbe-records"
"Ahoi Audio","helloahoiaudio@gmail.com","https://labelsbase.net/ahoi-audio"
"Ahoren Records","ahoren-records@hotmail.es","https://labelsbase.net/ahoren-records"
"Aiana Musik","aianamusik@label-engine.com","https://labelsbase.net/aiana-musik"
"AIMEC Yang Records","demos@aimec.com.br","https://labelsbase.net/aimec-yang-records"
"AIMEC Yin Records","demos@aimec.com.br","https://labelsbase.net/aimec-yin-records"
"Air Snare Records","info@airsnare-records.com","https://labelsbase.net/air-snare-records"
"Airborne Black Records","info@airborneblack.com","https://labelsbase.net/airborneblack"
"Airplay Records","demo@futureplay.fr","https://labelsbase.net/airplay-records"
"Airscrew","airscrew.demos@gmail.com","https://labelsbase.net/airscrew"
"Airspace Records","davidj@airspacerecords.com","https://labelsbase.net/airspace-records"
"Airtaxi Records","airtaxirecords@gmail.com","https://labelsbase.net/airtaxi-records"
"AJME Records","demo@ajmerecords.com","https://labelsbase.net/ajme-records"
"AK007","ayushkhosla06@outlook.com","https://labelsbase.net/ak007"
"Akashic Records","demo@akashicartists.com","https://labelsbase.net/akashic-records"
"AKAY Recordings","akayrecordings@gmail.com","https://labelsbase.net/akay-recordings"
"Akbal Music","info@akbalmusic.com","https://labelsbase.net/akbal-music"
"Akhadir Recordings Amsterdam","akhadirdemo@outlook.com","https://labelsbase.net/akhadir-recordings-amsterdam"
"Alex King Records","alexking1702@icloud.com","https://labelsbase.net/akingrecords"
"Alakazam Recordings","abracadabrarecords.si@gmail.com","https://labelsbase.net/alakazam-recordings"
"Alan Gray Music","Demo.agm@gmail.com","https://labelsbase.net/alan-gray-music"
"Albom Records","info@albomrecords.com","https://labelsbase.net/albom-records"
"Alboratory","demos@alboratory.com","https://labelsbase.net/alboratory"
"Alien Rave Music",,"https://labelsbase.net/alien-rave-music"
"Alienator Black","ar@alienatorrecords.com","https://labelsbase.net/alienator-black"
"Alienator Records","demos@alienatorrecords.com","https://labelsbase.net/alienator-records"
"Alien House","ar@alienatorrecords.com","https://labelsbase.net/alienhouse"
"Aliki Records","alikirecords@gmail.com","https://labelsbase.net/aliki-records"
"All About Plastic Recordings","allaboutplastic@beeside.de","https://labelsbase.net/all-about-plastic-recordings"
"All Around The World","james@aatw.com","https://labelsbase.net/all-around-the-world"
"All Blak Records","info@allblak.com","https://labelsbase.net/all-blak-records"
"All Day I Dream","info@alldayidream.com","https://labelsbase.net/all-day-i-dream"
"All Good Records","whatsup@allgoodrecords.com","https://labelsbase.net/all-good-records"
"All Stars","info@allstars.com.co","https://labelsbase.net/all-stars"
"Alleanza","cher@alleanzamusic.com","https://labelsbase.net/alleanza"
"Allienage Music",,"https://labelsbase.net/allienagemusic"
"Alliwant Music","info@alliwantmusic.hu","https://labelsbase.net/alliwant-music"
"aLLriGhT ReCorDs","contact@allrightrecords.co.uk","https://labelsbase.net/allright-records"
"Alma-Electronica","almaelectronica@gmail.com","https://labelsbase.net/alma-electronica"
"Almanua","almanua_rec@hotmail.com","https://labelsbase.net/almanua"
"ALmeida Records","label@almeidarecords.com","https://labelsbase.net/almeida-records"
"ALOADED",,"https://labelsbase.net/aloaded"
"Alola Records","info@alola.co.uk","https://labelsbase.net/alola-records"
"Alors Recordings","alorsrecords@gmail.com","https://labelsbase.net/alors-recordings"
"Alpha &amp; Omega RCDS",,"https://labelsbase.net/alphaomegarcds"
"℗ ALPHARCRDS","alpharcrds@label-engine.com","https://labelsbase.net/alpharcrds"
"A L P H A - Record&#039;s","label20579@label-engine.com","https://labelsbase.net/alpharecords"
"ALSK Records","alskrecordsdemos@gmail.com","https://labelsbase.net/alsk-records"
"Althea Records","althearecords@outlook.com","https://labelsbase.net/althea-records"
"Alto Max Recordings","info@altomaxrecords.co.za","https://labelsbase.net/altomaxrecordings"
"ALTOSPIN","bsegal@altospin.com","https://labelsbase.net/altospin"
"Alveda Deep","info@alvedamusic.com","https://labelsbase.net/alveda-deep"
"Alveda Gold","info@alvedamusic.com","https://labelsbase.net/alveda-gold"
"Alveda Liquid","info@alvedamusic.com","https://labelsbase.net/alveda-liquid"
"Alveda Music","info@alvedamusic.com","https://labelsbase.net/alveda-music"
"Alveda Pulse","info@alvedamusic.com","https://labelsbase.net/alveda-pulse"
"Alveda Subject","info@alvedamusic.com","https://labelsbase.net/alveda-subject"
"Always Alive Recordings","info@enhancedmusic.com","https://labelsbase.net/always-alive-recordings"
"ALWAYS MUSIC","alwaysmusic@outlook.com","https://labelsbase.net/alwaysmusic"
"alwaystechno","alwaystechnorecords@gmail.com","https://labelsbase.net/alwaystechno"
"Amabile Records","amabilerecords@gmail.com","https://labelsbase.net/amabile-records"
"AMAdea Records","info@amadeamusic.com","https://labelsbase.net/amadea-records"
"Amala Musica","amalamusica@hotmail.de","https://labelsbase.net/amala-musica"
"Amam","info@am-am.org","https://labelsbase.net/amam"
"Amarcord","amarcordrecord@libero.it","https://labelsbase.net/amarcord"
"Amatox Label Records","info@amatoxlabelrecords.com","https://labelsbase.net/amatox-label-records"
"AmazigHouse Productions","yanismild@gmail.com","https://labelsbase.net/amazighouse-productions"
"Amazing Creation","amazing-creation@hotmail.com","https://labelsbase.net/amazing-creation"
"Amazing Records","demo@amazing-records.com","https://labelsbase.net/amazing-records"
"Amazonian Ethnic Recordings","sideb@mail.com","https://labelsbase.net/amazonian-ethnic-recordings"
"Ambala Productions","contact@ambalaproductions.in","https://labelsbase.net/ambala-productions"
"Ambber Records","ambbersounds@gmail.com","https://labelsbase.net/ambber-records"
"Ambient Files","mail@ambientfiles.com","https://labelsbase.net/ambient-files"
"Ambigrama","ambigrama.music@gmail.com","https://labelsbase.net/ambigrama"
"Ambious Records","demos@ambiousrecords.co.za","https://labelsbase.net/ambious-records"
"Ambit Chords Records","vhmr.since2017@gmail.com","https://labelsbase.net/ambit-chords-records"
"Ambivert","info@ambivert.it","https://labelsbase.net/ambivertrecords"
"Ambizi Records","mikelinnemans@ambizirecords.com","https://labelsbase.net/ambizi-records"
"Ambra Recordings","demos@ambrarecordings.com","https://labelsbase.net/ambra-recordings"
"AMBT Musica","contact@ambitiosus.group","https://labelsbase.net/ambt-musica"
"Amethyst Audio","contact@phunkjunk.com","https://labelsbase.net/amethyst-audio"
"Ametist Records","demos@ametistrecords.de","https://labelsbase.net/ametist-records"
"Ammen Rec","music@ammenrec.com","https://labelsbase.net/ammen-rec"
"Amour Records","info@amour-records.com","https://labelsbase.net/amour-records"
"Ampispazi Recordings","label@ampispazi.com","https://labelsbase.net/ampispazi-recordings"
"AMS Recording","info.amsrecording@gmail.com","https://labelsbase.net/ams-recording"
"AMSELLOA WLADWORLD","amselloawladworld@gmail.com","https://labelsbase.net/amselloa-wladworld"
"Amsterdam House Records","AmsterdamHouseDemos@gmail.com","https://labelsbase.net/amsterdam-house-records"
"Amsterdam Trance Records","info@raznitzanmusic.com","https://labelsbase.net/amsterdam-trance-records"
"A.Muse Audio","muse@amuseaudio.com","https://labelsbase.net/amuse-audio"
"AMVA","info@alvedamusic.com","https://labelsbase.net/amva"
"Anabatic Records","Worthy@anabaticRecords.com","https://labelsbase.net/anabatic-records"
"Analog Bar","analoguebarinfo@gmail.com","https://labelsbase.net/analogbar"
"Analogikko Records","analogikko_records@hotmail.com","https://labelsbase.net/analogikko-records"
"Analytictrail","info@analytictrail.net","https://labelsbase.net/analytictrail"
"Anarchy In The Funk","anarchyinthefunk@gmail.com","https://labelsbase.net/anarchy-in-the-funk"
"Ancestral Army Records","demo@ancestral-army.com","https://labelsbase.net/ancestral-army-records"
"Ancestral Digital","ancestraldigital@gmail.com","https://labelsbase.net/ancestral-digital"
"ANCR RCRDS","ancrrcrds@gmail.com","https://labelsbase.net/ancr-rcrds"
"Andante Music","demo.andantemusic@gmail.com","https://labelsbase.net/andante-music"
"Andix Records","andixmusic@gmail.com","https://labelsbase.net/andix-records"
"Andorfine Records","info@andorfine.com","https://labelsbase.net/andorfine-records"
"Anecdote Records","info@anecdoterecords.com","https://labelsbase.net/anecdote-records"
"Angelu","angelumusic@gmail.com","https://labelsbase.net/angelu"
"Angry Rabbit Records","angryrabbitrecs@gmail.com","https://labelsbase.net/angry-rabbit-records"
"Angry Nerds Records","contact@angrynerdsrecords.com","https://labelsbase.net/angrynerdsrecords"
"ANGWLÄR RECORDINGS","recordings@angwlar.com","https://labelsbase.net/angwlar-recordings"
"Animal Control Entertainment LLC",,"https://labelsbase.net/animal-control-entertainment-llc"
"Animal Language","steve@animal-language.com","https://labelsbase.net/animal-language"
"Animal Sound Records","animalsoundrecords23@gmail.com","https://labelsbase.net/animal-sound-records"
"Animalia Recordings","anna@conic-music.com","https://labelsbase.net/animalia-recordings"
"Animas Music","animasrecords@gmail.com","https://labelsbase.net/animas-music"
"Animata Records","vityaanimato@gmail.com","https://labelsbase.net/animata-records"
"Animate Dummy Recordings","flyingpoint@mail.ru","https://labelsbase.net/animate-dummy-recordings"
"Animus Found","info@animusfound.com","https://labelsbase.net/animus-found"
"Anjunabeats","info@anjunabeats.com","https://labelsbase.net/anjunabeats"
"Anjunadeep","contact@anjunadeep.com","https://labelsbase.net/anjunadeep"
"Anode Records","anoderecs@gmail.com","https://labelsbase.net/anode-records"
"Anonymous Music","edmbureau@gmail.com","https://labelsbase.net/anonymous-music"
"Anorrack Records","office@anorrackrecords.de","https://labelsbase.net/anorrackrecords"
"Another Techno Recordings","anothertechnorecordings@gmail.com","https://labelsbase.net/another-techno-recordings"
"Ansatz","jeff.bondin@mail.ru","https://labelsbase.net/ansatz"
"Ansia Music","ansiamusic@hotmail.es","https://labelsbase.net/ansia-music"
"Anthems Records","info@anthemsrecords.com","https://labelsbase.net/anthems-records"
"ANTI-COOPERATIONISM RECORDS",,"https://labelsbase.net/anti-cooperationism-records"
"Antidote Music","antidotemusic01@gmail.com","https://labelsbase.net/antidote-music"
"Antima Music","demo@antimamusic.com","https://labelsbase.net/antima-music"
"Antime","martinsteer@antime.de","https://labelsbase.net/antime"
"Antimood Records","demo.antimood@torchmoodrecords.com","https://labelsbase.net/antimood-records"
"Antistatic Rec","demo@antistaticrec.com","https://labelsbase.net/antistatic-rec"
"Antriofsoul Group",,"https://labelsbase.net/antriofsoul-group"
"Antu Records","contact@anturecords.com","https://labelsbase.net/antu-records"
"Antura Records","info@anturarecords.de","https://labelsbase.net/antura-records"
"Anywave","anywave.recordings@gmail.com","https://labelsbase.net/anywave"
"Angels Or Demons","mattchildweep@gmail.com","https://labelsbase.net/aodtechno"
"AOM Recordings","info@aomrecordings.com","https://labelsbase.net/aom-recordings"
"Apache Records","demo.apacherecords@gmail.com","https://labelsbase.net/apache-records"
"APARAT REC.","aparat.rec@gmail.com","https://labelsbase.net/aparat-rec"
"ApaRecords","contact@aparecordlabel.com","https://labelsbase.net/aparecords"
"Aphagia Recordings","aphagia@outlook.com","https://labelsbase.net/aphagia-recordings"
"APOCALYPSE LAB","apocalypsenight2018@gmail.com","https://labelsbase.net/apocalypse-lab"
"Apollonia","j@apolloniamusic.net","https://labelsbase.net/apollonia"
"Apoloxy Records","apoloxyrecords@hotmail.com","https://labelsbase.net/apoloxy-records"
"APOORVA MUSIC","apoorvamusicenquiry@gmail.com","https://labelsbase.net/apoorva-music"
"Apothecary Compositions","contact@apothecary-compositions.com","https://labelsbase.net/apothecary-compositions"
"Apparel Music","info@apparelmusic.com","https://labelsbase.net/apparel-music"
"Appetite Records","appetiterecords@gmail.com","https://labelsbase.net/appetite-records"
"Applique Music","admin@appliquemusic.co.uk","https://labelsbase.net/applique-music"
"Appreciate Records","Appreciate@thinkclouds.com","https://labelsbase.net/appreciate"
"Apulia Beat","info.apuliabeatrecords@gmail.com","https://labelsbase.net/apulia-beat"
"Apulia Records","music@apuliarecords.com","https://labelsbase.net/apulia-records"
"Aquaregia","hello@aquaregiarecords.com","https://labelsbase.net/aquaregia"
"Arcade Machine","musicarcademachine@gmail.com","https://labelsbase.net/arcade-machine"
"Arcadia Records","info@arcadia-records.com","https://labelsbase.net/arcadia-records"
"Architect Recordings","msrlabelar@gmail.com","https://labelsbase.net/architect-recordings"
"Architectural","architectural.recs@gmail.com","https://labelsbase.net/architectural"
"Ardor","info@ardor-music.de","https://labelsbase.net/ardor"
"AREA 94","area94digital@gmail.com","https://labelsbase.net/area-94"
"Area Star Records","demo@area-star.com","https://labelsbase.net/area-star-records"
"Area Verde","demo@area-verde.com","https://labelsbase.net/areaverde"
"Aremiic Recordings","demos.aremiic-recordings@gmx.net","https://labelsbase.net/aremiic-recordings"
"Aria Recordings","demos@ariadigital.co.uk","https://labelsbase.net/aria-recordings"
"Ario Records","info@Ariorecords.com","https://labelsbase.net/ario-records"
"Arkade","info@arkaderecords.com","https://labelsbase.net/arkade"
"Arkham Digital (IHU Music Group)","info@ihumusic.com","https://labelsbase.net/arkham-digital-ihu-music-group"
"Arkitech&#039; Musik","arkitechmusikdemos@gmail.com","https://labelsbase.net/arkitech-musik"
"Armada BNL","info@armadamusic.com","https://labelsbase.net/armada-bnl"
"Armada Captivating","info@armadamusic.com","https://labelsbase.net/armada-captivating"
"Armada Chill","info@armadamusic.com","https://labelsbase.net/armada-chill"
"Armada Deep","info@armadamusic.com","https://labelsbase.net/armada-deep"
"Armada Electronic Elements","info@armadamusic.com","https://labelsbase.net/armada-electronic-elements"
"Armada Music","info@armadamusic.com","https://labelsbase.net/armada-music"
"Armada Music Bundles","info@armadamusic.com","https://labelsbase.net/armada-music-bundles"
"Armada Subjekt","info@armadamusic.com","https://labelsbase.net/armada-subjekt"
"Armada Trice","info@armadamusic.com","https://labelsbase.net/armada-trice"
"Armada Zouk","info@armadamusic.com","https://labelsbase.net/armada-zouk"
"Armax Music","mail@armax.us","https://labelsbase.net/armax-music"
"Armed Recordings","office@armedrecordings.com","https://labelsbase.net/armed-recordings"
"Armind (Armada)","info@armadamusic.com","https://labelsbase.net/armind-armada"
